word,pos,mode,category
explanation,NOUN,communication,say
clarification,NOUN,communication,say
description,NOUN,communication,say
discussion,NOUN,communication,say
consultation,NOUN,communication,say
declaration,NOUN,communication,say
specification,NOUN,communication,say
depiction,NOUN,communication,say
presentation,NOUN,communication,say
introduction,NOUN,communication,say
certification,NOUN,communication,say
confirmation,NOUN,communication,say
note,NOUN,communication,say
citation,NOUN,communication,say
record,NOUN,communication,say
summary,NOUN,communication,say
testimony,NOUN,communication,say
indication,NOUN,communication,say
observation,NOUN,communication,say
acknowledgement,NOUN,communication,say
affirmation,NOUN,communication,say
comment,NOUN,communication,say
apology,NOUN,communication,say
assertion,NOUN,communication,say
statement,NOUN,communication,say
proclamation,NOUN,communication,say
teaching,NOUN,communication,say
endorsement,NOUN,communication,say
holding,NOUN,communication,say
stipulation,NOUN,communication,say
allegation,NOUN,communication,say
assurance,NOUN,communication,say
agreement,NOUN,communication,say
claim,NOUN,communication,say
proposal,NOUN,communication,say
declaration,NOUN,communication,say
suggestion,NOUN,communication,say
recommendation,NOUN,communication,say
conclusion,NOUN,cognitive,argument
deduction,NOUN,cognitive,argument
discovery,NOUN,cognitive,argument
generalization,NOUN,cognitive,argument
implication,NOUN,cognitive,argument
knowledge,NOUN,cognitive,argument
realization,NOUN,cognitive,argument
result,NOUN,abstract,argument
proof,NOUN,cognitive,argument
demonstration,NOUN,cognitive,argument
finding,NOUN,cognitive,argument
calculation,NOUN,cognitive,argument
reasoning,NOUN,cognitive,argument
logic,NOUN,cognitive,argument
analysis,NOUN,cognitive,argument
argument,NOUN,cognitive,argument
assessment,NOUN,cognitive,argument
case,NOUN,cognitive,argument
evaluation,NOUN,cognitive,argument
hypothesis,NOUN,cognitive,argument
judgment,NOUN,cognitive,argument
opinion,NOUN,cognitive,argument
perspective,NOUN,cognitive,argument
principle,NOUN,cognitive,argument
point,NOUN,cognitive,argument
position,NOUN,cognitive,argument
posture,NOUN,cognitive,argument
proposal,NOUN,cognitive,argument
proposition,NOUN,cognitive,argument
standpoint,NOUN,cognitive,argument
thesis,NOUN,cognitive,argument
theory,NOUN,cognitive,argument
model,NOUN,cognitive,argument
outlook,NOUN,cognitive,argument
view,NOUN,cognitive,argument
viewpoint,NOUN,cognitive,argument
point_of_view,NOUN,cognitive,argument
principle,NOUN,cognitive,argument
rule,NOUN,cognitive,argument
issue,NOUN,cognitive,think
question,NOUN,cognitive,think
subject,NOUN,cognitive,think
topic,NOUN,cognitive,think
assumption,NOUN,cognitive,think
aware,ADJ,cognitive,think
awareness,NOUN,cognitive,think
ignorant,ADJ,cognitive,think
ignorance,NOUN,cognitive,think
knowledge,NOUN,cognitive,think
knowledgeable,ADJ,cognitive,think
omniscient,ADJ,cognitive,think
omniscience,NOUN,cognitive,think
reliance,NOUN,cognitive,think
assume,VERB,cognitive,think
belief,NOUN,cognitive,think
believe,VERB,cognitive,think
concept,NOUN,cognitive,think
concern,NOUN,cognitive,think
contention,NOUN,argument,think
contend,VERB,argument,think
conviction,NOUN,cognitive,think
doubt,NOUN,cognitive,think
doubt,VERB,cognitive,think
expectation,NOUN,cognitive,think
expect,VERB,cognitive,think
feeling,NOUN,cognitive,think
idea,NOUN,cognitive,think
impression,NOUN,cognitive,think
notion,NOUN,cognitive,think
perception,NOUN,cognitive,think
perceive,VERB,cognitive,think
presumption,NOUN,cognitive,think
presume,VERB,cognitive,think
rumor,NOUN,cognitive,think
sense,NOUN,cognitive,think
sense,VERB,cognitive,think
sign,NOUN,cognitive,think
signify,VERB,cognitive,think
recommendation,NOUN,cognitive,think
recommend,VERB,cognitive,think
suspicion,NOUN,cognitive,think
suspect,VERB,cognitive,think
reasoning,NOUN,cognitive,think
reason,VERB,cognitive,think
reckoning,NOUN,cognitive,think
reckon,VERB,cognitive,think
postulate,NOUN,cognitive,think
postulate,VERB,cognitive,think
speculation,NOUN,cognitive,think
speculate,VERB,cognitive,think
supposition,NOUN,cognitive,think
suppose,VERB,cognitive,think
reason,NOUN,communication,argument
reason,VERB,communication,argument
why,SCONJ,communication,argument
why,SCONJ,abstract,cause
why,SCONJ,evaluation,reason
whether,SCONJ,communication,argument
whether,SCONJ,abstract,cause
whether,SCONJ,evaluation,reason
justification,NOUN,communication,argument
justify,VERB,communication,argument
ground,NOUN,communication,argument
ground,VERB,communication,argument
support,NOUN,communication,argument
support,VERB,communication,argument
embrace,NOUN,communication,argument
embrace,VERB,communication,argument
backing,NOUN,communication,argument
back,VERB,communication,argument
challenge,NOUN,communication,argument
challenge,VERB,communication,argument
criticism,NOUN,communication,argument
criticize,VERB,communication,argument
refutation,NOUN,communication,argument
refute,VERB,communication,argument
rebuttal,NOUN,communication,argument
rebut,VERB,communication,argument
denial,NOUN,communication,argument
deny,VERB,communication,argument
concession,NOUN,communication,argument
concede,VERB,communication,argument
admission,NOUN,communication,argument
admit,VERB,communication,argument
disagreement,NOUN,communication,argument
disagree,VERB,communication,argument
contradiction,NOUN,communication,argument
contradict,VERB,communication,argument
contrary,ADJ,communication,argument
dispute,NOUN,communication,argument
dispute,VERB,communication,argument
opposition,NOUN,communication,argument
oppose,VERB,communication,argument
opposed,ADJ,communication,argument
dismissal,NOUN,communication,argument
dismiss,VERB,communication,argument
evidence,NOUN,abstract,argument
example,NOUN,abstract,argument
instance,NOUN,abstract,argument
instatiantion,NOUN,abstract,argument
illustration,NOUN,abstract,argument
observation,NOUN,abstract,argument
data,NOUN,abstract,argument
documentation,NOUN,abstract,argument
testimony,NOUN,abstract,argument
fact,NOUN,abstract,argument
debate,NOUN,communication,argument
argument,NOUN,communication,argument
supporter,NOUN,social,argument
opponent,NOUN,social,argument
proponent,NOUN,social,argument
critic,NOUN,social,argument
criticize,VERB,social,argument
criticism,NOUN,social,argument
advocate,NOUN,social,argument
advocate,VERB,social,argument
advocacy,NOUN,social,argument
backer,NOUN,social,argument
backing,NOUN,social,argument
back,VERB,social,argument
arguer,NOUN,social,argument
mistake,NOUN,evaluation,plan
mistake,VERB,evaluation,plan
flaw,NOUN,evaluation,plan
deficiency,NOUN,evaluation,plan
deficient,ADJ,evaluation,plan
problem,NOUN,evaluation,plan
problematic,ADJ,evaluation,plan
issue,NOUN,evaluation,plan
difficulty,NOUN,evaluation,plan
difficult,ADJ,evaluation,plan
complex,ADJ,evaluation,plan
complicated,ADJ,evaluation,plan
complicating,ADJ,evaluation,plan
complexity,NOUN,evaluation,plan
fault,NOUN,evaluation,plan
fault,VERB,evaluation,plan
omission,NOUN,evaluation,information
omit,VERB,evaluation,information
error,NOUN,evaluation,information
fallacy,NOUN,evaluation,argument
fallacious,ADJ,evaluation,argument
leap_of_logic,NOUN,evaluation,argument
red_herring,NOUN,evaluation,argument
circular_argument,NOUN,evaluation,argument
straw_man_argument,NOUN,evaluation,argument
nonsequitur,NOUN,evaluation,argument
weakness,NOUN,evaluation,plan
shortcoming,NOUN,evaluation,plan
abuser,NOUN,evaluated_role,social
accuser,NOUN,evaluated_role,social
admirer,NOUN,evaluated_role,social
adorer,NOUN,evaluated_role,social
adversary,NOUN,evaluated_role,social
amuser,NOUN,evaluated_role,social
antagonist,NOUN,evaluated_role,social
appreciater,NOUN,evaluated_role,social
attacker,NOUN,evaluated_role,social
beneficiary,NOUN,evaluated_role,social
casualty,NOUN,evaluated_role,social
challenger,NOUN,evaluated_role,social
champ,NOUN,evaluated_role,social
champion,NOUN,evaluated_role,social
champion,ADJ,evaluation,social
cheat,NOUN,evaluated_role,social
cheater,NOUN,evaluated_role,social
competitor,NOUN,evaluated_role,social
complainer,NOUN,evaluated_role,social
confronter,NOUN,evaluated_role,social
contender,NOUN,evaluated_role,social
contradictor,NOUN,evaluated_role,social
critic,NOUN,evaluated_role,social
critical,ADJ,evaluation,social
criticizer,NOUN,evaluated_role,social
victim,NOUN,evaluated_role,social
adventurer,NOUN,evaluated_role,social
aggressor,NOUN,evaluated_role,social
aggressive,ADJ,evaluation,social
agitator,NOUN,evaluated_role,social
alarmist,NOUN,evaluated_role,social
alarmist,ADJ,evaluation,social
asshole,NOUN,evaluated_role,social
badass,NOUN,evaluated_role,social
badass,ADJ,evaluation,social
bamboozler,NOUN,evaluated_role,social
bastard,NOUN,evaluated_role,social
beauty,NOUN,evaluated_role,social
beautiful,ADJ,evaluation,social
blamer,NOUN,evaluated_role,social
bitch,NOUN,evaluated_role,social
bitchy,ADJ,evaluation,social
brute,NOUN,evaluated_role,social
brutish,ADJ,evaluation,social
bully,NOUN,evaluated_role,social
bullying,ADJ,evaluation,social
bum,NOUN,evaluated_role,social
censor,NOUN,evaluated_role,social
charmer,NOUN,evaluated_role,social
charming,ADJ,evaluation,social
cheerleader,NOUN,evaluated_role,social
chucklehead,NOUN,evaluated_role,social
cock,NOUN,evaluated_role,social
cocksucker,NOUN,evaluated_role,social
coward,NOUN,evaluated_role,social
cowardly,ADJ,evaluation,social
cunt,NOUN,evaluated_role,social
cynic,NOUN,evaluated_role,social
cynical,ADJ,evaluation,social
daredevil,NOUN,evaluated_role,social
daredevil,ADJ,evaluation,social
darling,NOUN,emotion,happiness
darling,ADJ,evaluation,social
deceiver,NOUN,evaluated_role,social
devil,NOUN,evaluated_role,social
devilish,ADJ,evaluation,social
dick,NOUN,evaluated_role,social
dickhead,NOUN,evaluated_role,social
dipshit,NOUN,evaluated_role,social
ditherer,NOUN,evaluated_role,social
doomsayer,NOUN,evaluated_role,social
dork,NOUN,evaluated_role,social
douche,NOUN,evaluated_role,social
douchebag,NOUN,evaluated_role,social
drunk,NOUN,evaluated_role,social
drunk,ADJ,evaluation,social
dullard,NOUN,evaluated_role,social
dumbass,NOUN,evaluated_role,social
dumbbell,NOUN,evaluated_role,social
dumbhead,NOUN,evaluated_role,social
dupe,NOUN,evaluated_role,social
evildoer,NOUN,evaluated_role,social
evil,ADJ,evaluation,social
faggot,NOUN,evaluated_role,social
fake,NOUN,evaluated_role,social
fake,ADJ,evaluation,social
fascist,NOUN,evaluated_role,social
faultfinder,NOUN,evaluated_role,social
flatterer,NOUN,evaluated_role,social
flattering,ADJ,evaluation,social
flirt,NOUN,evaluated_role,social
flirty,ADJ,evaluation,social
flunkey,NOUN,evaluated_role,social
fool,NOUN,evaluated_role,social
foolish,ADJ,evaluation,social
fraud,NOUN,evaluated_role,social
freebooter,NOUN,evaluated_role,social
freeloader,NOUN,evaluated_role,social
freethinker,NOUN,evaluated_role,social
fucker,NOUN,evaluated_role,social
genius,NOUN,evaluated_role,social
gossip,NOUN,evaluated_role,social
gossiper,NOUN,evaluated_role,social
gossipmonger,NOUN,evaluated_role,social
grouch,NOUN,evaluated_role,social
grouchy,ADJ,evaluation,social
hack,NOUN,evaluated_role,social
heartbreaker,NOUN,evaluated_role,social
hero,NOUN,evaluated_role,social
heroic,ADJ,evaluation,social
heroine,NOUN,evaluated_role,social
hooligan,NOUN,evaluated_role,social
huckster,NOUN,evaluated_role,social
hypocrite,NOUN,evaluated_role,social
hypocritical,ADJ,evaluation,social
idealist,NOUN,evaluated_role,social
idealistic,ADJ,evaluation,social
ideologue,NOUN,evaluated_role,social
idiot,NOUN,evaluated_role,social
idiotic,ADJ,evaluation,social
ignoramus,NOUN,evaluated_role,social
imbecile,NOUN,evaluated_role,social
imbecilic,ADJ,evaluation,social
jackass,NOUN,evaluated_role,social
jerk,NOUN,evaluated_role,social
jokester,NOUN,evaluated_role,social
joypopper,NOUN,evaluated_role,social
joyrider,NOUN,evaluated_role,social
gossip,NOUN,evaluated_role,social
killjoy,NOUN,evaluated_role,social
lamebrain,NOUN,evaluated_role,social
lame,ADJ,evaluation,social
laughingstock,NOUN,evaluated_role,social
liar,NOUN,evaluated_role,social
libertine,NOUN,evaluated_role,social
lifesaver,NOUN,evaluated_role,social
loser,NOUN,evaluated_role,social
louse,NOUN,evaluated_role,social
lowbrow,NOUN,evaluated_role,social
lowbrow,ADJ,evaluation,social
lowlife,NOUN,evaluated_role,social
loyalist,NOUN,evaluated_role,social
maniac,NOUN,evaluated_role,social
maniacal,ADJ,evaluation,social
masochist,NOUN,evaluated_role,social
masochistic,ADJ,evaluation,social
maverick,NOUN,evaluated_role,social
maverick,ADJ,evaluation,social
mediocrity,NOUN,evaluated_role,social
mediocre,ADJ,evaluation,social
miser,NOUN,evaluated_role,social
miserly,ADJ,evaluation,social
molester,NOUN,evaluated_role,social
monster,NOUN,evaluated_role,social
monstrous,ADJ,evaluation,social
mooch,NOUN,evaluated_role,social
moron,NOUN,evaluated_role,social
moronic,ADJ,evaluation,social
motherfucker,NOUN,evaluated_role,social
murderer,NOUN,evaluated_role,social
murderous,ADJ,evaluation,social
nag,NOUN,evaluated_role,social
nerd,NOUN,evaluated_role,social
nerdy,ADJ,evaluation,social
neurotic,NOUN,evaluated_role,social
neurotic,ADJ,evaluation,social
nigga,NOUN,evaluated_role,social
nigger,NOUN,evaluated_role,social
noob,NOUN,evaluated_role,social
numbskull,NOUN,evaluated_role,social
nut,NOUN,evaluated_role,social
nutty,ADJ,evaluation,social
opportunist,NOUN,evaluated_role,social
opportunistic,ADJ,evaluation,social
optimist,NOUN,evaluated_role,social
optimistic,ADJ,evaluation,social
partyer,NOUN,evaluated_role,social
peacenik,NOUN,evaluated_role,social
perfectionist,NOUN,evaluated_role,social
perfectionistic,ADJ,evaluation,social
pervert,NOUN,evaluated_role,social
perverted,ADJ,evaluation,social
pessimist,NOUN,evaluated_role,social
pessimistic,ADJ,evaluation,social
pest,NOUN,evaluated_role,social
pissant,NOUN,evaluated_role,social
prick,NOUN,evaluated_role,social
prizewinner,NOUN,evaluated_role,social
profiteer,NOUN,evaluated_role,social
psycho,NOUN,evaluated_role,social
psycho,ADJ,evaluation,social
rapist,NOUN,evaluated_role,social
rebel,NOUN,evaluated_role,social
rebellious,ADJ,evaluation,social
robber,NOUN,evaluated_role,social
romantic,NOUN,evaluated_role,social
romantic,ADJ,evaluation,social
sadist,NOUN,evaluated_role,social
sadistic,ADJ,evaluation,social
savage,NOUN,evaluated_role,social
savage,ADJ,evaluation,social
scammer,NOUN,evaluated_role,social
scapegoat,NOUN,evaluated_role,social
scarecrow,NOUN,evaluated_role,social
scaremonger,NOUN,evaluated_role,social
screwball,NOUN,evaluated_role,social
screwball,ADJ,evaluation,social
scumbag,NOUN,evaluated_role,social
sentimentalist,NOUN,evaluated_role,social
sentimental,ADJ,evaluation,social
shit,NOUN,evaluated_role,social
shitty,ADJ,evaluation,social
shylock,NOUN,evaluated_role,social
shyster,NOUN,evaluated_role,social
sillibub,NOUN,evaluated_role,social
slicker,NOUN,evaluated_role,social
slick,ADJ,evaluation,social
slut,NOUN,evaluated_role,social
slutty,ADJ,evaluation,social
smartass,NOUN,evaluated_role,social
smartass,ADJ,evaluation,social
smarty,NOUN,evaluated_role,social
snob,NOUN,evaluated_role,social
snobbish,ADJ,evaluation,social
son_of_a_bitch,NOUN,evaluated_role,social
soulmate,NOUN,evaluated_role,social
stinkard,NOUN,evaluated_role,social
stinkbug,NOUN,evaluated_role,social
stinker,NOUN,evaluated_role,social
stinko,NOUN,evaluated_role,social
stinkpot,NOUN,evaluated_role,social
stunner,NOUN,evaluated_role,social
sucker,NOUN,evaluated_role,social
sweetheart,NOUN,evaluated_role,social
sweetie,NOUN,evaluated_role,social
swindler,NOUN,evaluated_role,social
tenderfoot,NOUN,evaluated_role,social
thief,NOUN,evaluated_role,social
tough,NOUN,evaluated_role,social
tout,NOUN,evaluated_role,social
trickster,NOUN,evaluated_role,social
con_man,NOUN,evaluated_role,social
troublemaker,NOUN,evaluated_role,social
twat,NOUN,evaluated_role,social
villain,NOUN,evaluated_role,social
villainess,NOUN,evaluated_role,social
violator,NOUN,evaluated_role,social
virtuoso,NOUN,evaluated_role,social
visionary,NOUN,evaluated_role,social
wanker,NOUN,evaluated_role,social
wastrel,NOUN,evaluated_role,social
weirdo,NOUN,evaluated_role,social
weirdo,ADJ,evaluation,social
whiner,NOUN,evaluated_role,social
whore,NOUN,evaluated_role,social
whoremaster,NOUN,evaluated_role,social
whoremonger,NOUN,evaluated_role,social
whoreson,NOUN,evaluated_role,social
wimp,NOUN,evaluated_role,social
wimpy,ADJ,evaluation,social
winner,NOUN,evaluated_role,social
wiseacre,NOUN,evaluated_role,social
wiseass,NOUN,evaluated_role,social
wisecracker,NOUN,evaluated_role,social
wiseguy,NOUN,evaluated_role,social
witch,NOUN,evaluated_role,social
witchy,ADJ,evaluation,social
worrywart,NOUN,evaluated_role,social
wowser,NOUN,evaluated_role,social
zealot,NOUN,evaluated_role,social
apocalypse,NOUN,evaluated_role,outcome
assassination,NOUN,evaluated_role,outcome
bailout,NOUN,evaluated_role,outcome
beaut,NOUN,evaluated_role,outcome
brutalization,NOUN,evaluated_role,outcome
bullshit,NOUN,evaluated_role,outcome
blockbuster,NOUN,evaluated_role,outcome
catastrophe,NOUN,evaluated_role,outcome
meltdown,NOUN,evaluated_role,outcome
chaos,NOUN,evaluated_role,outcome
conspiracy,NOUN,evaluated_role,outcome
cover_up,NOUN,evaluated_role,outcome
craze,NOUN,evaluated_role,outcome
crisis,NOUN,evaluated_role,outcome
deadlock,NOUN,evaluated_role,outcome
devastation,NOUN,evaluated_role,outcome
disaster,NOUN,evaluated_role,outcome
failure,NOUN,evaluated_role,outcome
fiasco,NOUN,evaluated_role,outcome
flop,NOUN,evaluated_role,outcome
fraud,NOUN,evaluated_role,outcome
godsend,NOUN,evaluated_role,outcome
highlight,NOUN,evaluated_role,outcome
lifesaver,NOUN,evaluated_role,outcome
menace,NOUN,evaluated_role,outcome
paradise,NOUN,evaluated_role,outcome
swindle,NOUN,evaluated_role,outcome
tantrum,NOUN,communication,conflict
travesty,NOUN,evaluated_role,outcome
junk,NOUN,evaluated_role,status
trash,NOUN,evaluated_role,status
treasure,NOUN,evaluated_role,status
whitewash,NOUN,evaluated_role,communication
blessing,NOUN,evaluated_role,communication
celebration,NOUN,evaluated_role,communication
congratulation,NOUN,evaluated_role,communication
complaint,NOUN,evaluated_role,communication
curse,NOUN,evaluated_role,communication
farce,NOUN,evaluated_role,communication
outcry,NOUN,evaluated_role,communication
difference,NOUN,abstract,relation
similarity,NOUN,abstract,relation
dissimilarity,NOUN,abstract,relation
contrast,NOUN,abstract,relation
distinction,NOUN,abstract,relation
distinctness,NOUN,abstract,relation
differentiation,NOUN,abstract,relation
discrepancy,NOUN,abstract,relation
discrepency,NOUN,abstract,relation
conflict,NOUN,abstract,relation
contradiction,NOUN,abstract,relation
likeness,NOUN,abstract,relation
variance,NOUN,abstract,relation
divergence,NOUN,abstract,relation
gulf,NOUN,abstract,relation
breach,NOUN,abstract,relation
gap,NOUN,abstract,relation
clash,NOUN,abstract,relation
disparity,NOUN,abstract,relation
imbalance,NOUN,abstract,relation
balance,NOUN,abstract,relation
unlikeness,NOUN,abstract,relation
dissimilitude,NOUN,abstract,relation
dissonance,NOUN,abstract,relation
division,NOUN,abstract,relation
divide,VERB,abstract,relation
divided,ADJ,abstract,relation
relationship,NOUN,abstract,relation
relation,NOUN,abstract,relation
relate,VERB,abstract,relation
related,ADJ,abstract,relation
connect,VERB,abstract,relation
connected,ADJ,abstract,relation
connection,NOUN,abstract,relation
link,NOUN,abstract,relation
link,VERB,abstract,relation
associate,VERB,abstract,relation
associated,ADJ,abstract,relation
association,NOUN,abstract,relation
interrelation,NOUN,abstract,relation
interrelated,ADJ,abstract,relation
interact,VERB,abstract,relation
interacting,ADJ,abstract,relation
interaction,NOUN,abstract,relation
interconnection,NOUN,abstract,relation
interconnect,VERB,abstract,relation
interconnected,ADJ,abstract,relation
correspondence,NOUN,abstract,relation
correspond,VERB,abstract,relation
corresponding,ADJ,abstract,relation
analogy,NOUN,abstract,relation
analogous,ADJ,abstract,relation
analogously,ADV,abstract,relation
resemblance,NOUN,abstract,relation
resemble,VERB,abstract,relation
cause,NOUN,abstract,cause
cause,VERB,abstract,cause
reason,NOUN,abstract,cause
ground,NOUN,abstract,cause
motive,NOUN,abstract,cause
basis,NOUN,abstract,cause
motivation,NOUN,abstract,cause
motivate,VERB,abstract,cause
motivated,ADJ,abstract,cause
occasion,NOUN,abstract,cause
occasion,VERB,abstract,cause
impetus,NOUN,abstract,cause
incentive,NOUN,abstract,cause
incentivize,VERB,abstract,cause
inspiration,NOUN,abstract,cause
inspire,VERB,abstract,cause
inspired,ADJ,abstract,cause
origin,NOUN,abstract,cause
source,NOUN,abstract,cause
antecedent,NOUN,abstract,cause
effect,NOUN,abstract,cause
effect,VERB,abstract,cause
aftereffect,NOUN,abstract,cause
consequence,NOUN,abstract,cause
corollary,NOUN,abstract,cause
motivation,NOUN,abstract,cause
motivate,VERB,abstract,cause
motivated,ADJ,abstract,cause
outcome,NOUN,abstract,cause
product,NOUN,abstract,cause
produce,VERB,abstract,cause
impact,NOUN,abstract,cause
impact,VERB,abstract,cause
abhor,VERB,emotion,disgust
abhorred,ADJ,emotion,disgust
abhorring,ADJ,emotion,disgust
abhorrence,NOUN,emotion,disgust
abhorrent,ADJ,emotional_impact,disgust
abhorrently,ADV,emotional_impact,disgust
absolve,VERB,emotion,anger
absolution,NOUN,emotion,anger
accept,VERB,emotion,happiness
acceptable,ADJ,emotional_impact,happiness
acceptably,ADV,emotional_impact,happiness
acceptance,NOUN,emotion,happiness
accepting,ADJ,emotion,happiness
acceptingly,ADV,emotion,happiness
admire,VERB,emotion,happiness
admirable,ADJ,emotional_impact,happiness
admirably,ADV,emotional_impact,happiness
admiring,ADJ,emotion,happiness
admiringly,ADV,emotion,happiness
admiration,NOUN,emotion,happiness
adore,VERB,emotion,happiness
adoration,NOUN,emotion,happiness
adoring,ADJ,emotion,happiness
adoringly,ADV,emotion,happiness
adored,ADJ,emotion,happiness
appreciate,VERB,emotion,happiness
appreciation,NOUN,emotion,happiness
appreciative,ADJ,emotion,happiness
appreciatively,ADV,emotion,happiness
approve,VERB,emotion,happiness
approval,NOUN,emotion,happiness
approving,ADJ,emotion,happiness
approvingly,ADV,emotion,happiness
blame,VERB,emotion,anger
blame,NOUN,emotion,anger
blamed,ADJ,emotion,anger
blameworthy,ADJ,emotional_impact,anger
blameworthily,ADJ,emotional_impact,anger
care,VERB,emotion,happiness
care,NOUN,emotion,happiness
caring,ADJ,emotion,happiness
caringly,ADV,emotion,happiness
celebrate,VERB,emotion,happiness
celebratory,ADJ,emotion,happiness
celebratorily,ADJ,emotion,happiness
celebrated,ADJ,emotion,happiness
celebration,NOUN,emotion,happiness
chasten,VERB,emotion,anger
chastening,NOUN,emotion,pain
chastened,ADJ,emotion,anger
chastise,VERB,emotion,anger
chastised,ADJ,emotion,anger
chastisement,NOUN,emotion,pain
cherish,VERB,emotion,happiness
cherished,ADJ,emotion,happiness
covet,VERB,emotion,desire
coveted,ADJ,emotion,desire
crave,VERB,emotion,desire
craving,NOUN,emotion,desire
craved,ADJ,emotion,desire
dare,VERB,emotion,fear
daring,NOUN,emotion,fear
daring,ADJ,emotion,fear
daringly,ADV,emotion,fear
desire,VERB,emotion,desire
desire,NOUN,emotion,desire
desired,ADJ,emotion,desire
desirable,ADJ,emotional_impact,desire
desirably,ADV,emotional_impact,desire
despair,VERB,emotion,sadness
despair,NOUN,emotion,sadness
despairing,ADJ,emotion,sadness
despairingly,ADV,emotion,sadness
desperate,ADJ,emotion,sadness
desperately,ADV,emotion,sadness
detest,VERB,emotion,disgust
detestable,ADJ,emotional_impact,disgust
detestably,ADV,emotional_impact,disgust
detesting,ADJ,emotion,disgust
detestingly,ADV,emotion,disgust
detestation,NOUNB,emotion,disgust
disapprove,VERB,emotion,anger
disapproving,ADJ,emotion,anger
disapprovingly,ADV,emotion,anger
disapproval,NIOUN,emotion,anger
disdain,VERB,emotion,anger
disdainful,ADJ,emotion,anger
disdainfully,ADV,emotion,anger
disdain,NOUN,emotion,anger
dislike,VERB,emotion,anger
dislike,NOUN,emotion,anger
disliked,ADJ,emotion,anger
disrespect,VERB,emotion,disgust
disrespect,NOUN,emotion,disgust
disrespectful,ADJ,emotion,disgust
disrespectfully,ADV,emotion,disgust
distrust,VERB,emotion,fear
distrust,NOUN,emotion,fear
distrustful,ADJ,emotion,fear
distrustfully,ADJ,emotion,fear
distrusted,ADJ,emotion,fear
dread,VERB,emotion,fear
dread,NOUN,emotion,fear
dreadful,ADJ,emotional_impact,fear
dreadfully,ADJ,emotional_impact,fear
dreaded,ADJ,emotion,fear
enjoy,VERB,emotion,happiness
enjoyment,NOUN,emotion,happiness
enjoyable,ADJ,emotional_impact,happiness
enjoyably,ADV,emotional_impact,happiness
esteem,VERB,emotion,happiness
esteem,NOUN,emotion,happiness
esteemed,ADJ,emotion,happiness
expect,VERB,emotion,surprise
expectation,NOUN,emotion,surprise
expectancy,NOUN,emotion,surprise
expectant,ADJ,emotion,surprise
expectantly,ADJ,emotion,surprise
excuse,VERB,emotion,anger
face,VERB,emotion,neutral
favor,VERB,emotion,happiness
favor,NOUN,emotion,happiness
favorable,ADJ,emotional_impact,happiness
favorably,ADV,emotional_impact,happiness
favored,ADJ,emotion,happiness
fear,VERB,emotion,fear
fear,NOUN,emotion,fear
fearful,ADJ,emotion,fear
fearfully,ADV,emotion,fear
feared,ADJ,emotional_impact,fear
forgive,VERB,emotion,anger
forgiven,ADJ,emotion,anger
forgiving,ADJ,emotion,anger
forgivingly,ADV,emotion,anger
forgiveness,NOUN,emotion,anger
hanker,VERB,emotion,desire
hankering,NOUN,emotion,desire
harrass,VERB,emotion,anger
harrassed,ADJ,emotion,anger
hatred,NOUN,emotion,anger
hate,VERB,emotion,anger
hate,NOUN,emotion,anger
hated,ADJ,emotion,anger
hateful,ADJ,emotional_impact,anger
hatefully,ADV,emotional_impact,anger
hope,VERB,emotion,desire
hope,NOUN,emotion,desire
hopeful,ADJ,emotion,desire
hopefully,ADV,emotion,desire
idolize,VERB,emotion,happiness
like,VERB,emotion,happiness
likeable,ADJ,emotional_impact,happiness
likeably,ADV,emotional_impact,happiness
liking,NOUN,emotion,happiness
loathe,VERB,emotion,disgust
loatheful,ADJ,emotional_impact,disgust
loathefully,ADV,emotional_impact,disgust
loathing,NOUN,emotion,disgust
loathing,ADJ,emotion,disgust
loathingly,ADV,emotion,disgust
love,VERB,emotion,happiness
love,NOUN,emotion,happiness
loving,ADJ,emotion,happiness
lovingly,ADV,emotion,happiness
lust,VERB,emotion,desire
lust,NOUN,emotion,desire
lusty,ADJ,emotion,desire
lustily,ADV,emotion,desire
lustful,ADJ,emotion,desire
lustfully,ADV,emotion,desire
long,VERB,emotion,desire
longing,NOUN,emotion,desire
longing,ADJ,emotion,desire
longingly,ADV,emotion,desire
miff,VERB,emotion,anger
miffed,ADJ,emotion,anger
mind,VERB,emotion,anger
mindful,ADJ,emotion,intensity
mindfully,ADV,emotion,intensity
miss,VERB,emotion,desire
need,VERB,emotion,desire
need,NOUN,emotion,desire
needy,ADJ,emotion,desire
needily,ADV,emotion,desire
needful,ADJ,emotional_impact,desire
needfully,ADV,emotional_impact,desire
neglect,VERB,emotion,intensity
neglected,ADJ,emotion,intensity
neglectful,ADJ,emotion,intensity
neglectfully,ADV,emotion,intensity
pity,VERB,emotion,sadness
pity,NOUN,emotion,sadness
piteous,ADJ,emotional_impact,sadness
piteously,ADV,emotional_impact,sadness
pitiful,ADJ,emotional_impact,sadness
pitifully,ADV,emotional_impact,sadness
punish,VERB,emotion,anger
punishment,NOUN,emotional_impact,anger
punitive,ADJ,emotion,anger
punitively,ADV,emotion,anger
prefer,VERB,emotion,desire
preferred,ADJ,emotion,desire
preferable,ADJ,emotion,desire
preferably,ADJ,emotion,desire
prize,VERB,emotion,desire
prized,ADJ,emotion,desire
regret,VERB,emotion,sadness
regret,NOUN,emotion,sadness
regretful,ADJ,emotion,sadness
regretfully,ADV,emotion,sadness
reject,VERB,emotion,anger
