word,pos,mode,category
submissive,ADJ,character,introversion
lethargic,ADJ,character,introversion
sluggish,ADJ,character,introversion
bitter,ADJ,character,introversion
joyless,ADJ,character,introversion
melancholic,ADJ,character,introversion
moody,ADJ,character,introversion
morose,ADJ,character,introversion
pessimistic,ADJ,character,introversion
somber,ADJ,character,introversion
agreeable,ADJ,character,agreeableness
accommodating,ADJ,character,agreeableness
agreeable,ADJ,character,agreeableness
approachable,ADJ,character,agreeableness
approachable,ADJ,character,agreeableness
cooperative,ADJ,character,agreeableness
considerate,ADJ,character,agreeableness
discreet,ADJ,character,agreeableness
diplomatic,ADJ,character,agreeableness
helpful,ADJ,character,agreeableness
patient,ADJ,character,agreeableness
peaceful,ADJ,character,phlegmaticism
reasonable,ADJ,character,agreeableness
amiable,ADJ,character,agreeableness
blameless,ADJ,character,agreeableness
cordial,ADJ,character,agreeableness
courteous,ADJ,character,agreeableness
friendly,ADJ,character,agreeableness
genial,ADJ,character,agreeableness
hearty,ADJ,character,agreeableness
pleasant,ADJ,character,agreeableness
considerate,ADJ,character,agreeableness
helpful,ADJ,character,agreeableness
kind,ADJ,character,agreeableness
sweet,ADJ,character,agreeableness
sweetly,ADV,emotion,happiness
sympathetic,ADJ,character,agreeableness
trustful,ADJ,character,agreeableness
understanding,ADJ,character,agreeableness
lenient,ADJ,character,agreeableness
uncritical,ADJ,character,agreeableness
undemanding,ADJ,character,agreeableness
courteous,ADJ,character,agreeableness
diplomatic,ADJ,character,agreeableness
polite,ADJ,character,agreeableness
respectful,ADJ,character,agreeableness
tactful,ADJ,character,agreeableness
benevolent,ADJ,character,agreeableness
charitable,ADJ,character,agreeableness
hospitable,ADJ,character,agreeableness
generous,ADJ,character,agreeableness
adaptable,ADJ,character,agreeableness
flexible,ADJ,character,agreeableness
obliging,ADJ,character,agreeableness
humble,ADJ,character,agreeableness
modest,ADJ,character,agreeableness
selfless,ADJ,character,agreeableness
unassuming,ADJ,character,agreeableness
ethical,ADJ,character,agreeableness
honest,ADJ,character,agreeableness
moral,ADJ,character,agreeableness
principled,ADJ,character,agreeableness
respectful,ADJ,character,agreeableness
sincere,ADJ,character,agreeableness
genuine,ADJ,character,agreeableness
truthful,ADJ,character,agreeableness
tolerant,ADJ,character,openness
affectionate,ADJ,character,agreeableness
compassionate,ADJ,character,agreeableness
sentimental,ADJ,character,agreeableness
warm,ADJ,character,agreeableness
down-to-earth,ADJ,character,agreeableness
earthy,ADJ,character,agreeableness
folksy,ADJ,character,agreeableness
homespun,ADJ,character,agreeableness
simple,ADJ,character,agreeableness
casual,ADJ,character,agreeableness
easygoing,ADJ,character,agreeableness
informal,ADJ,character,agreeableness
natural,ADJ,character,agreeableness
relaxed,ADJ,character,agreeableness
disagreeable,ADJ,character,disagreeableness
antagonistic,ADJ,character,disagreeableness
argumentative,ADJ,character,disagreeableness
combative,ADJ,character,disagreeableness
quarrelsome,ADJ,character,disagreeableness
faultfinding,ADJ,character,disagreeableness
harsh,ADJ,character,disagreeableness
unforgiving,ADJ,character,disagreeableness
unsympathetic,ADJ,character,disagreeableness
bossy,ADJ,character,disagreeableness
demanding,ADJ,character,disagreeableness
domineering,ADJ,character,disagreeableness
manipulative,ADJ,character,disagreeableness
abusive,ADJ,character,disagreeableness
disrespectful,ADJ,character,disagreeableness
impolite,ADJ,character,disagreeableness
impudent,ADJ,character,disagreeableness
insolent,ADJ,character,disagreeableness
rude,ADJ,character,disagreeableness
sarcastic,ADJ,character,disagreeableness
scornful,ADJ,character,disagreeableness
cruel,ADJ,character,disagreeableness
ruthless,ADJ,character,disagreeableness
vindictive,ADJ,character,disagreeableness
condescending,ADJ,character,disagreeableness
pompous,ADJ,character,disagreeableness
smug,ADJ,character,disagreeableness
snobbish,ADJ,character,disagreeableness
crabby,ADJ,character,disagreeableness
cranky,ADJ,character,disagreeableness
irritable,ADJ,character,disagreeableness
grumpy,ADJ,character,disagreeableness
boastful,ADJ,character,disagreeableness
conceited,ADJ,character,disagreeableness
egocentric,ADJ,character,disagreeableness
egotistical,ADJ,character,disagreeableness
vain,ADJ,character,disagreeableness
bullheaded,ADJ,character,disagreeableness
obstinate,ADJ,character,disagreeableness
stubborn,ADJ,character,disagreeableness
tough,ADJ,character,disagreeableness
cynical,ADJ,character,disagreeableness
distrustful,ADJ,character,disagreeableness
skeptical,ADJ,character,disagreeableness
paranoid,ADJ,character,disagreeableness
suspicious,ADJ,character,disagreeableness
greedy,ADJ,character,disagreeableness
selfish,ADJ,character,disagreeableness
self-indulgent,ADJ,character,disagreeableness
impersonal,ADJ,character,disagreeableness
insensitive,ADJ,character,disagreeableness
caustic,ADJ,character,disagreeableness
curt,ADJ,character,disagreeableness
flippant,ADJ,character,disagreeableness
gruff,ADJ,character,disagreeableness
strident,ADJ,character,disagreeableness
strident,ADJ,evaluation,manner
surly,ADJ,character,disagreeableness
crafty,ADJ,character,disagreeableness
cunning,ADJ,character,disagreeableness
devious,ADJ,character,disagreeableness
sly,ADJ,character,disagreeableness
wily,ADJ,character,disagreeableness
bigoted,ADJ,character,disagreeableness
prejudiced,ADJ,character,disagreeableness
unfriendly,ADJ,character,disagreeableness
ungracious,ADJ,character,disagreeableness
unkind,ADJ,character,disagreeableness
explosive,ADJ,character,disagreeableness
tempestuous,ADJ,character,disagreeableness
volatile,ADJ,character,disagreeableness
miserly,ADJ,character,disagreeableness
stingy,ADJ,character,disagreeableness
deceitful,ADJ,character,disagreeableness
dishonest,ADJ,character,disagreeableness
underhanded,ADJ,character,disagreeableness
unscrupulous,ADJ,character,disagreeableness
inconsiderate,ADJ,character,disagreeableness
tactless,ADJ,character,disagreeableness
malicious,ADJ,character,disagreeableness
merciless,ADJ,character,disagreeableness
unforgiving,ADJ,character,disagreeableness
grudging,ADJ,character,disagreeableness
implacable,ADJ,character,disagreeableness
relentless,ADJ,character,disagreeableness
venomous,ADJ,character,disagreeableness
conscientious,ADJ,character,conscientiousness
orderly,ADJ,character,conscientiousness
neat,ADJ,character,conscientiousness
precise,ADJ,character,conscientiousness
studious,ADJ,character,conscientiousness
thorough,ADJ,character,conscientiousness
tidy,ADJ,character,conscientiousness
organized,ADJ,character,conscientiousness
efficient,ADJ,character,conscientiousness
systematic,ADJ,character,conscientiousness
concise,ADJ,character,conscientiousness
exacting,ADJ,character,conscientiousness
painstaking,ADJ,character,conscientiousness
strict,ADJ,character,conscientiousness
stringent,ADJ,character,conscientiousness
rigorous,ADJ,character,conscientiousness
fastidious,ADJ,character,conscientiousness
finicky,ADJ,character,conscientiousness
fussy,ADJ,character,conscientiousness
self-disciplined,ADJ,character,conscientiousness
dependable,ADJ,character,conscientiousness
reliable,ADJ,character,conscientiousness
trustworthy,ADJ,character,conscientiousness
steady,ADJ,character,conscientiousness
loyal,ADJ,character,conscientiousness
responsible,ADJ,character,conscientiousness
meticulous,ADJ,character,conscientiousness
conscientious,ADJ,character,conscientiousness
perfectionistic,ADJ,character,conscientiousness
precise,ADJ,character,conscientiousness
industrious,ADJ,character,conscientiousness
diligent,ADJ,character,conscientiousness
persistent,ADJ,character,conscientiousness
tenacious,ADJ,character,conscientiousness
dogged,ADJ,character,conscientiousness
relentless,ADJ,character,conscientiousness
obsessive,ADJ,character,conscientiousness
compulsive,ADJ,character,conscientiousness
resolute,ADJ,character,conscientiousness
steadfast,ADJ,character,conscientiousness
stubborn,ADJ,character,conscientiousness
strong-willed,ADJ,character,conscientiousness
unswerving,ADJ,character,conscientiousness
single-minded,ADJ,character,conscientiousness
thorough,ADJ,character,conscientiousness
careful,ADJ,character,conscientiousness
deliberate,ADJ,character,conscientiousness
comprehensive,ADJ,character,conscientiousness
cautious,ADJ,character,conscientiousness
prompt,ADJ,character,conscientiousness
punctual,ADJ,character,conscientiousness
decisive,ADJ,character,conscientiousness
determined,ADJ,character,conscientiousness
deliberate,ADJ,character,conscientiousness
firm,ADJ,character,conscientiousness
purposeful,ADJ,character,conscientiousness
dignified,ADJ,character,conscientiousness
formal,ADJ,character,conscientiousness
solemn,ADJ,character,conscientiousness
courtly,ADJ,character,conscientiousness
mannerly,ADJ,character,conscientiousness
consistent,ADJ,character,conscientiousness
predictable,ADJ,character,conscientiousness
steady,ADJ,character,conscientiousness
prudent,ADJ,character,conscientiousness
economical,ADJ,character,conscientiousness
thrifty,ADJ,character,conscientiousness
frugal,ADJ,character,conscientiousness
conventional,ADJ,character,conscientiousness
traditional,ADJ,character,conscientiousness
analytical,ADJ,character,conscientiousness
logical,ADJ,character,conscientiousness
rational,ADJ,character,conscientiousness
omniscient,ADJ,character,conscientiousness
systematic,ADJ,character,conscientiousness
impulsive,ADJ,character,impulsiveness
fickle,ADJ,character,impulsiveness
restless,ADJ,character,impulsiveness
disorganized,ADJ,character,impulsiveness
confused,ADJ,character,impulsiveness
haphazard,ADJ,character,impulsiveness
inefficient,ADJ,character,impulsiveness
ineffectual,ADJ,character,impulsiveness
incompetent,ADJ,character,impulsiveness
weak,ADJ,character,impulsiveness
scatterbrained,ADJ,character,impulsiveness
flighty,ADJ,character,impulsiveness
capricious,ADJ,character,impulsiveness
giddy,ADJ,character,impulsiveness
silly,ADJ,character,impulsiveness
foolish,ADJ,character,impulsiveness
unstable,ADJ,character,impulsiveness
harebrained,ADJ,character,impulsiveness
irrational,ADJ,character,impulsiveness
illogical,ADJ,character,impulsiveness
empty-headed,ADJ,character,impulsiveness
sloppy,ADJ,character,impulsiveness
unsystematic,ADJ,character,impulsiveness
careless,ADJ,character,impulsiveness
negligent,ADJ,character,impulsiveness
undependable,ADJ,character,impulsiveness
unconscientious,ADJ,character,impulsiveness
unreliable,ADJ,character,impulsiveness
erratic,ADJ,character,impulsiveness
inconsistent,ADJ,character,impulsiveness
unpredictable,ADJ,character,impulsiveness
impulsive,ADJ,character,impulsiveness
forgetful,ADJ,character,impulsiveness
absent-minded,ADJ,character,impulsiveness
foolhardy,ADJ,character,impulsiveness
rash,ADJ,character,impulsiveness
reckless,ADJ,character,impulsiveness
aimless,ADJ,character,impulsiveness
unambitious,ADJ,character,impulsiveness
lazy,ADJ,character,impulsiveness
slothful,ADJ,character,impulsiveness
indecisive,ADJ,character,impulsiveness
wishy-washy,ADJ,character,impulsiveness
extravagant,ADJ,character,impulsiveness
frivolous,ADJ,character,impulsiveness
impractical,ADJ,character,impulsiveness
nonconforming,ADJ,character,impulsiveness
rebellious,ADJ,character,impulsiveness
unconventional,ADJ,character,impulsiveness
thoughtless,ADJ,character,impulsiveness
wacky,ADJ,character,impulsiveness
wild,ADJ,character,impulsiveness
passionate,ADJ,character,impulsiveness
rowdy,ADJ,character,impulsiveness
unsteady,ADJ,character,impulsiveness
unstable,ADJ,character,impulsiveness
changeable,ADJ,character,impulsiveness
impetuous,ADJ,character,impulsiveness
hasty,ADJ,character,impulsiveness
distracted,ADJ,character,impulsiveness
irresponsible,ADJ,character,impulsiveness
phlegmatic,ADJ,character,phlegmaticism
passionless,ADJ,character,phlegmaticism
unexcitable,ADJ,character,phlegmaticism
unemotional,ADJ,character,phlegmaticism
cold-hearted,ADJ,character,phlegmaticism
icy,ADJ,character,phlegmaticism
autonomous,ADJ,character,phlegmaticism
independent,ADJ,character,phlegmaticism
self-reliant,ADJ,character,phlegmaticism
self-sufficient,ADJ,character,phlegmaticism
individualistic,ADJ,character,phlegmaticism
unfeeling,ADJ,character,phlegmaticism
uninvolved,ADJ,character,phlegmaticism
cool,ADJ,character,phlegmaticism
cold,ADJ,character,phlegmaticism
dull,ADJ,character,phlegmaticism
disinterested,ADJ,character,phlegmaticism
apathetic,ADJ,character,phlegmaticism
passive,ADJ,character,phlegmaticism
indifferent,ADJ,character,phlegmaticism
impassive,ADJ,character,phlegmaticism
laid-back,ADJ,character,phlegmaticism
callous,ADJ,character,phlegmaticism
stoic,ADJ,character,phlegmaticism
sober,ADJ,character,phlegmaticism
unflappable,ADJ,character,phlegmaticism
neurotic,ADJ,character,neuroticism
sensitive,ADJ,character,neuroticism
defensive,ADJ,character,neuroticism
fretful,ADJ,character,neuroticism
insecure,ADJ,character,neuroticism
needy,ADJ,character,neuroticism
touchy,ADJ,character,neuroticism
uptight,ADJ,character,neuroticism
negativistic,ADJ,character,neuroticism
self-critical,ADJ,character,neuroticism
self-pitying,ADJ,character,neuroticism
anxious,ADJ,character,neuroticism
fearful,ADJ,character,neuroticism
nervous,ADJ,character,neuroticism
temperamental,ADJ,character,neuroticism
touchy,ADJ,character,neuroticism
unstable,ADJ,character,neuroticism
emotional,ADJ,character,neuroticism
excitable,ADJ,character,neuroticism
envious,ADJ,character,neuroticism
jealous,ADJ,character,neuroticism
gullible,ADJ,character,neuroticism
naive,ADJ,character,neuroticism
suggestible,ADJ,character,neuroticism
intrusive,ADJ,character,neuroticism
meddlesome,ADJ,character,neuroticism
nosey,ADJ,character,neuroticism
compulsive,ADJ,character,conscientiousness
obsessive,ADJ,character,conscientiousness
manic,ADJ,character,neuroticism
high-strung,ADJ,character,neuroticism
open,ADJ,character,openness
contemplative,ADJ,character,openness
reflective,ADJ,character,openness
thoughtful,ADJ,character,openness
intellectual,ADJ,character,openness
introspective,ADJ,character,openness
meditative,ADJ,character,openness
philosophical,ADJ,character,openness
complex,ADJ,character,openness
deep,ADJ,character,openness
foresighted,ADJ,character,openness
perceptive,ADJ,character,openness
farsighted,ADJ,character,openness
insightful,ADJ,character,openness
astute,ADJ,character,openness
shrewd,ADJ,character,openness
perceptive,ADJ,character,openness
discerning,ADJ,character,openness
incisive,ADJ,character,openness
intuitive,ADJ,character,openness
observant,ADJ,character,openness
bright,ADJ,character,openness
brilliant,ADJ,character,openness
intelligent,ADJ,character,openness
smart,ADJ,character,openness
clever,ADJ,character,openness
original,ADJ,character,openness
resourceful,ADJ,character,openness
wise,ADJ,character,openness
artistic,ADJ,character,openness
creative,ADJ,character,openness
imaginative,ADJ,character,openness
innovative,ADJ,character,openness
inventive,ADJ,character,openness
curious,ADJ,character,openness
inquisitive,ADJ,character,openness
analytical,ADJ,character,openness
cosmopolitan,ADJ,character,openness
cultured,ADJ,character,openness
refined,ADJ,character,openness
sophisticated,ADJ,character,openness
worldly,ADJ,character,openness
urbane,ADJ,character,openness
unreflective,ADJ,character,unreflectiveness
dogmatic,ADJ,character,unreflectiveness
shallow,ADJ,character,unreflectiveness
complacent,ADJ,character,unreflectiveness
rigid,ADJ,character,unreflectiveness
inflexible,ADJ,character,unreflectiveness
unintellectual,ADJ,character,unreflectiveness
unreflective,ADJ,character,unreflectiveness
uncreative,ADJ,character,unreflectiveness
unimaginative,ADJ,character,unreflectiveness
imperceptive,ADJ,character,unreflectiveness
unobservant,ADJ,character,unreflectiveness
inattentive,ADJ,character,unreflectiveness
blind,ADJ,character,unreflectiveness
incurious,ADJ,character,unreflectiveness
dull,ADJ,character,unreflectiveness
ignorant,ADJ,character,unreflectiveness
unintelligent,ADJ,character,unreflectiveness
dumb,ADJ,character,unreflectiveness
stupid,ADJ,character,unreflectiveness
dense,ADJ,character,unreflectiveness
alleged,ADJ,hedge,probability
ostensible,ADJ,hedge,probability
presumed,ADJ,hedge,probability
supposed,ADJ,hedge,probability
seeming,ADJ,hedge,probability
reputed,ADJ,hedge,probability
real,ADJ,hedge,probability
actual,ADJ,hedge,probability
veritable,ADJ,hedge,probability
subtle,ADJ,hedge,probability
blatant,ADJ,hedge,probability
glaring,ADJ,hedge,probability
extreme,ADJ,hedge,probability
common,ADJ,hedge,probability
basic,ADJ,hedge,probability
close,ADJ,evaluation,manner
careful,ADJ,evaluation,manner
serious,ADJ,evaluation,manner
thorough,ADJ,evaluation,manner
deep,ADJ,evaluation,manner
thoughtful,ADJ,evaluation,manner
logical,ADJ,evaluation,manner
rational,ADJ,evaluation,manner
consistent,ADJ,evaluation,manner
proper,ADJ,evaluation,manner
comprehensive,ADJ,evaluation,manner
realistic,ADJ,evaluation,manner
correct,ADJ,evaluation,manner
appropriate,ADJ,evaluation,manner
sensible,ADJ,evaluation,manner
intelligent,ADJ,evaluation,manner
reasonable,ADJ,evaluation,manner
practical,ADJ,evaluation,manner
FALSE,ADJ,evaluation,manner
impractical,ADJ,evaluation,manner
unreasonable,ADJ,evaluation,manner
unintelligent,ADJ,evaluation,manner
inappropriate,ADJ,evaluation,manner
incorrect,ADJ,evaluation,manner
unrealistic,ADJ,evaluation,manner
inconsistent,ADJ,evaluation,manner
illogical,ADJ,evaluation,manner
superficial,ADJ,evaluation,manner
loose,ADJ,evaluation,manner
casual,ADJ,evaluation,manner
apt,ADJ,evaluation,likelihood
liable,ADJ,evaluation,likelihood
prone,ADJ,evaluation,likelihood
likely,ADJ,evaluation,likelihood
certain,ADJ,evaluation,likelihood
sure,ADJ,evaluation,likelihood
unlikely,ADJ,evaluation,likelihood
probable,ADJ,evaluation,probability
improbable,ADJ,evaluation,probability
impossible,ADJ,evaluation,probability
inconceivable,ADJ,evaluation,probability
inconceivably,ADV,evaluation,probability
possible,ADJ,evaluation,probability
plausible,ADJ,evaluation,probability
implausible,ADJ,evaluation,probability
conceivable,ADJ,evaluation,probability
potential,ADJ,evaluation,probability
inevitable,ADJ,evaluation,probability
predictable,ADJ,evaluation,probability
unpredictable,ADJ,evaluation,probability
obvious,ADJ,evaluation,probability
clear,ADJ,evaluation,probability
unclear,ADJ,evaluation,probability
incontrovertible,ADJ,evaluation,probability
indisputable,ADJ,evaluation,probability
unquestionable,ADJ,evaluation,probability
undoubted,ADJ,evaluation,probability
conclusive,ADJ,evaluation,probability
inconclusive,ADJ,evaluation,probability
definite,ADJ,evaluation,probability
indefinite,ADJ,evaluation,probability
actual,ADJ,evaluation,probability
apparent,ADJ,evaluation,probability
evident,ADJ,evaluation,probability
arguable,ADJ,evaluation,probability
avoidable,ADJ,evaluation,probability
incontrovertible,ADJ,evaluation,probability
incontestable,ADJ,evaluation,probability
contestable,ADJ,evaluation,probability
good,ADJ,evaluation,affect
great,ADJ,evaluation,affect
fantastic,ADJ,evaluation,affect
fantastically,ADV,evaluation,affect
wonderful,ADJ,evaluation,affect
wonderfully,ADV,evaluation,affect
amazing,ADJ,evaluation,affect
amazingly,ADV,evaluation,affect
perfect,ADJ,evaluation,affect
perfectly,ADV,evaluation,affect
awesome,ADJ,evaluation,affect
awesomely,ADV,evaluation,affect
brilliant,ADJ,evaluation,affect
brilliantly,ADV,evaluation,affect
spectacular,ADJ,evaluation,affect
spectacularly,ADV,evaluation,affect
phenomenal,ADJ,evaluation,affect
phenomenally,ADV,evaluation,affect
fabulous,ADJ,evaluation,affect
fabulously,ADV,evaluation,affect
splendid,ADJ,evaluation,affect
splendidly,ADV,evaluation,affect
lovely,ADJ,evaluation,affect
cool,ADJ,evaluation,affect
incredible,ADJ,evaluation,affect
incredibly,ADV,evaluation,affect
excellent,ADJ,evaluation,affect
excellently,ADV,evaluation,affect
admirable,ADJ,evaluation,affect
admirably,ADV,evaluation,affect
outstanding,ADJ,evaluation,affect
outstandingly,ADV,evaluation,affect
marvelous,ADJ,evaluation,affect
marvelously,ADV,evaluation,affect
extraordinary,ADJ,evaluation,affect
extraordinarily,ADV,evaluation,affect
exceptional,ADJ,evaluation,affect
exceptionally,ADV,evaluation,affect
superb,ADJ,evaluation,affect
superbly,ADV,evaluation,affect
terrific,ADJ,evaluation,affect
terrifically,ADV,evaluation,affect
thrilling,ADJ,evaluation,affect
thrillingly,ADV,evaluation,affect
enchanting,ADJ,evaluation,affect
enchantingly,ADV,evaluation,affect
impressive,ADJ,evaluation,affect
impressively,ADV,evaluation,affect
neat,ADJ,evaluation,affect
nice,ADJ,evaluation,affect
best,ADJ,evaluation,affect
better,ADJ,evaluation,affect
superior,ADJ,evaluation,affect
positive,ADJ,evaluation,affect
positively,ADV,evaluation,affect
fortunate,ADJ,evaluation,affect
fortunately,ADV,evaluation,affect
pleasant,ADJ,evaluation,affect
pleasantly,ADV,evaluation,affect
okay,ADJ,evaluation,affect
ok,ADJ,evaluation,affect
fine,ADJ,evaluation,affect
alright,ADJ,evaluation,affect
acceptable,ADJ,evaluation,affect
acceptably,ADV,evaluation,affect
appropriate,ADJ,evaluation,affect
appropriately,ADV,evaluation,affect
adequate,ADJ,evaluation,affect
adequately,ADV,evaluation,affect
reasonable,ADJ,evaluation,affect
reasonably,ADV,evaluation,affect
sensible,ADJ,evaluation,affect
sensiblly,ADV,evaluation,affect
satisfactory,ADJ,evaluation,affect
satisfactorily,ADV,evaluation,affect
sufficient,ADJ,evaluation,affect
sufficiently,ADV,evaluation,affect
legitimate,ADJ,evaluation,affect
legitimately,ADV,evaluation,affect
bad,ADJ,evaluation,affect
badly,ADJ,evaluation,affect
poor,ADJ,evaluation,affect
poorly,ADV,evaluation,affect
awful,ADJ,evaluation,affect
awfully,ADV,evaluation,affect
worse,ADJ,evaluation,affect
worst,ADJ,evaluation,affect
worse,ADV,evaluation,affect
worst,ADV,evaluation,affect
negative,ADJ,evaluation,affect
negatively,ADV,evaluation,affect
wrong,ADJ,evaluation,affect
wrongly,ADV,evaluation,affect
wrongfully,ADV,evaluation,affect
dire,ADJ,evaluation,affect
direly,ADV,evaluation,affect
dreadful,ADJ,evaluation,affect
dreadfully,ADV,evaluation,affect
horrible,ADJ,evaluation,affect
horribly,ADV,evaluation,affect
unfortunate,ADJ,evaluation,affect
unfortunately,ADV,evaluation,affect
unpleasant,ADJ,evaluation,affect
unpleasantly,ADV,evaluation,affect
admirable,ADJ,evaluation,impact
admirably,ADV,evaluation,impact
apocalyptic,ADJ,evaluation,impact
apocalyptically,ADV,evaluation,impact
beauteous,ADJ,evaluation,impact
beautiful,ADJ,evaluation,impact
beloved,ADJ,evaluation,impact
blamable,ADJ,evaluation,impact
cherishable,ADJ,evaluation,impact
desirable,ADJ,evaluation,impact
contemptible,ADJ,evaluation,impact
cosy,ADJ,evaluation,impact
able,ADJ,evaluation,competence
capable,ADJ,evaluation,competence
competent,ADJ,evaluation,competence
effective,ADJ,evaluation,competence
effectively,ADV,evaluation,competence
efficient,ADJ,evaluation,competence
efficiently,ADJ,evaluation,competence
eligible,ADJ,evaluation,competence
incompetent,ADJ,evaluation,competence
ineffective,ADJ,evaluation,competence
ineffectively,ADV,evaluation,competence
inefficient,ADJ,evaluation,competence
inefficiently,ADJ,evaluation,competence
ineligible,ADJ,evaluation,competence
imperative,ADJ,evaluation,necessity
imperatively,ADV,evaluation,necessity
mandatory,ADJ,evaluation,necessity
necessary,ADJ,evaluation,necessity
necessarily,ADV,evaluation,necessity
obligatory,ADJ,evaluation,necessity
advisable,ADJ,evaluation,necessity
preferable,ADJ,evaluation,necessity
preferably,ADV,evaluation,necessity
optional,ADJ,evaluation,necessity
optionally,ADV,evaluation,necessity
unnecessary,ADJ,evaluation,necessity
unnecessarily,ADV,evaluation,necessity
easy,ADJ,evaluation,effort
easier,ADJ,evaluation,effort
easiest,ADJ,evaluation,effort
easily,ADV,evaluation,effort
difficult,ADJ,evaluation,effort
hard,ADJ,evaluation,effort
tough,ADJ,evaluation,effort
challenging,ADJ,evaluation,effort
critical,ADJ,evaluation,importance
critically,ADV,evaluation,importance
crucial,ADJ,evaluation,importance
crucially,ADV,evaluation,importance
paramount,ADJ,evaluation,importance
key,ADJ,evaluation,importance
primary,ADJ,evaluation,importance
primarily,ADV,evaluation,importance
essential,ADJ,evaluation,importance
essentially,ADV,evaluation,importance
vital,ADJ,evaluation,importance
vitally,ADV,evaluation,importance
worthless,ADJ,evaluation,importance
worthwhile,ADJ,evaluation,importance
valuable,ADJ,evaluation,importance
invaluable,ADJ,evaluation,importance
important,ADJ,evaluation,importance
importantly,ADV,evaluation,importance
ultimate,ADJ,evaluation,importance
ultimately,ADV,evaluation,importance
main,ADJ,evaluation,importance
mainly,ADV,evaluation,importance
incidental,ADJ,evaluation,importance
incidentally,ADV,evaluation,importance
unimportant,ADJ,evaluation,importance
secondary,ADJ,evaluation,importance
secondarily,ADV,evaluation,importance
prudent,ADJ,evaluation,plan
practical,ADJ,evaluation,plan
useful,ADJ,evaluation,plan
convenient,ADJ,evaluation,plan
unwise,ADJ,evaluation,plan
impractical,ADJ,evaluation,plan
inconvenient,ADJ,evaluation,plan
useless,ADJ,evaluation,plan
imprudent,ADJ,evaluation,plan
inadvisable,ADJ,evaluation,plan
problematic,ADJ,evaluation,plan
costly,ADJ,evaluation,plan
crappy,ADJ,evaluation,plan
deficient,ADJ,evaluation,plan
reasonable,ADJ,evaluation,persuasiveness
convincing,ADJ,evaluation,persuasiveness
thorough,ADJ,evaluation,persuasiveness
persuasive,ADJ,evaluation,persuasiveness
compelling,ADJ,evaluation,persuasiveness
powerful,ADJ,evaluation,persuasiveness
strong,ADJ,evaluation,persuasiveness
dubious,ADJ,evaluation,persuasiveness
doubtful,ADJ,evaluation,persuasiveness
unconvincing,ADJ,evaluation,persuasiveness
weak,ADJ,evaluation,persuasiveness
unpersuasive,ADJ,evaluation,persuasiveness
unreasonable,ADJ,evaluation,persuasiveness
creditable,ADJ,evaluation,persuasiveness
plausible,ADJ,evaluation,persuasiveness
annoying,ADJ,evaluation,reaction
breathtaking,ADJ,evaluation,reaction
chic,ADJ,evaluation,reaction
comforting,ADJ,evaluation,reaction
conciliatory,ADJ,evaluation,reaction
embarrassing,ADJ,evaluation,reaction
boring,ADJ,evaluation,reaction
bothersome,ADJ,evaluation,reaction
burdensome,ADJ,evaluation,reaction
chucklesome,ADJ,evaluation,reaction
complimentary,ADJ,evaluation,reaction
reassuring,ADJ,evaluation,reaction
shocking,ADJ,evaluation,reaction
stylish,ADJ,evaluation,reaction
upsetting,ADJ,evaluation,reaction
abhorrent,ADJ,evaluation,sensibility
fair,ADJ,evaluation,sensibility
intelligent,ADJ,evaluation,sensibility
foolish,ADJ,evaluation,sensibility
silly,ADJ,evaluation,sensibility
ridiculous,ADJ,evaluation,sensibility
sensible,ADJ,evaluation,sensibility
senseless,ADJ,evaluation,sensibility
stupid,ADJ,evaluation,sensibility
unfair,ADJ,evaluation,sensibility
wild,ADJ,evaluation,sensibility
accurate,ADJ,evaluation,correctness
correct,ADJ,evaluation,correctness
FALSE,ADJ,evaluation,correctness
inaccurate,ADJ,evaluation,correctness
incorrect,ADJ,evaluation,correctness
proven,ADJ,evaluation,correctness
right,ADJ,evaluation,correctness
right,ADJ,raising,appropriacy
substantiated,ADJ,evaluation,correctness
supported,ADJ,evaluation,correctness
TRUE,ADJ,evaluation,correctness
unsubstantiated,ADJ,evaluation,correctness
unsupported,ADJ,evaluation,correctness
unwarranted,ADJ,evaluation,correctness
warranted,ADJ,evaluation,correctness
wrong,ADJ,evaluation,correctness
viable,ADJ,evaluation,risk
acceptable,ADJ,evaluation,risk
accidental,ADJ,evaluation,risk
chaotic,ADJ,evaluation,risk
realistic,ADJ,evaluation,risk
fruitful,ADJ,evaluation,risk
productive,ADJ,evaluation,risk
detrimental,ADJ,evaluation,risk
risky,ADJ,evaluation,risk
unrealistic,ADJ,evaluation,risk
cumbersome,ADJ,evaluation,risk
fruitless,ADJ,evaluation,risk
unproductive,ADJ,evaluation,risk
adverse,ADJ,evaluation,risk
beneficial,ADJ,evaluation,risk
catastrophic,ADJ,evaluation,risk
disastrous,ADJ,evaluation,risk
contagious,ADJ,evaluation,risk
tumultuous,ADJ,evaluation,risk
expensive,ADJ,evaluation,risk
cheap,ADJ,evaluation,risk
cheaper,ADJ,evaluation,risk
cheapest,ADJ,evaluation,risk
healthy,ADJ,evaluation,risk
unhealthy,ADJ,evaluation,risk
sufficient,ADJ,evaluation,argument
insufficient,ADJ,evaluation,argument
rational,ADJ,evaluation,argument
logical,ADJ,evaluation,argument
illogical,ADJ,evaluation,argument
irrational,ADJ,evaluation,argument
unjustified,ADJ,evaluation,argument
justified,ADJ,evaluation,argument
conflicting,ADJ,evaluation,argument
contradictory,ADJ,evaluation,argument
